createdAt,followers,likeCount,quoteCount,replyCount,retweetCount,searchTerm,url,viewCount
Sat Apr 13 14:11:42 +0000 2024,6041,193,2,9,49,Uyghur Persecution,https://x.com/mazeemkhan1974/status/1779150472013906061,16552
Mon Apr 15 17:35:49 +0000 2024,38858,301,7,94,38,Uyghur Persecution,https://x.com/Bratt_world/status/1779926615285469619,11642
Wed Apr 10 19:26:02 +0000 2024,134042,769,40,5,177,Uyghur Persecution,https://x.com/Kanthan2030/status/1778142415360237933,53204
Fri Apr 12 21:06:10 +0000 2024,134042,450,5,14,50,Uyghur Persecution,https://x.com/Kanthan2030/status/1778892391405253060,19029
Wed Apr 17 00:58:20 +0000 2024,9571,167,4,17,52,Uyghur Persecution,https://x.com/Bevin83994661/status/1780400365730767149,4951
Mon Apr 15 10:45:40 +0000 2024,2032,364,3,21,33,Uyghur Persecution,https://x.com/belinda_hobbes/status/1779823397461254604,10051
Thu Apr 11 11:44:32 +0000 2024,411,196,4,43,19,Uyghur Persecution,https://x.com/UlyssesFinn/status/1778388660968427935,9566
Tue Apr 16 16:52:31 +0000 2024,21582,121,1,19,38,Uyghur Persecution,https://x.com/frances_hui/status/1780278107267613058,4334
Tue Apr 16 18:51:54 +0000 2024,16623,78,5,27,37,Uyghur Persecution,https://x.com/SalihHudayar/status/1780308150932934922,5560
Tue Apr 16 20:40:40 +0000 2024,24768,91,1,7,21,Uyghur Persecution,https://x.com/Dolkun_Isa/status/1780335521664762168,6058
Wed Apr 17 23:33:34 +0000 2024,3745,19,0,0,17,Uyghur Persecution,https://x.com/MamtiminAla/status/1780741422620213673,1465
Mon Apr 15 02:13:45 +0000 2024,3270,126,2,0,77,Uyghur Persecution,https://x.com/MamutjanAB/status/1779694570584023314,9990
Tue Apr 16 11:00:09 +0000 2024,2032,124,0,5,15,Uyghur Persecution,https://x.com/belinda_hobbes/status/1780189433406562731,2420
Wed Apr 17 06:59:06 +0000 2024,5123,111,4,8,26,Uyghur Persecution,https://x.com/HusseinAskary/status/1780491156461146280,5542
Tue Apr 16 23:11:46 +0000 2024,5409,113,3,55,41,Uyghur Persecution,https://x.com/LouisaCGreve/status/1780373549896626434,20159
Mon Apr 15 05:22:27 +0000 2024,152,817,1,1,215,Uyghur Persecution,https://x.com/genshintwthater/status/1779742058996998521,9749
Sat Apr 13 00:09:49 +0000 2024,16623,32,0,2,21,Uyghur Persecution,https://x.com/SalihHudayar/status/1778938606129696835,2057
Sat Apr 13 19:37:16 +0000 2024,15140,147,0,5,36,Uyghur Persecution,https://x.com/JihadalHaqq/status/1779232405468950590,5533
Mon Apr 15 16:09:35 +0000 2024,24512,56,0,1,27,Uyghur Persecution,https://x.com/RayhanAsat/status/1779904914514137230,5401
Fri Apr 12 20:27:06 +0000 2024,9254,220,2,3,29,Uyghur Persecution,https://x.com/nomadaesthetic/status/1778882558224118057,6003
Tue Apr 16 17:55:14 +0000 2024,1865,212,0,8,66,Uyghur Persecution,https://x.com/UyghurTruthProj/status/1780293891255607789,7925
Mon Apr 15 05:24:03 +0000 2024,152,640,0,2,155,Uyghur Persecution,https://x.com/genshintwthater/status/1779742459678834882,5858
Sat Apr 13 06:44:23 +0000 2024,8385,336,0,16,39,Uyghur Persecution,https://x.com/xinjiangalex/status/1779037904091992423,12427
Tue Apr 16 17:15:26 +0000 2024,239259,4589,210,149,2224,Uyghur Persecution,https://x.com/HillelNeuer/status/1780283875014373712,362184
Wed Apr 17 16:44:01 +0000 2024,129415,103,2,11,58,Uyghur Persecution,https://x.com/BillPascrell/status/1780638356595994745,2496
Mon Apr 15 17:01:09 +0000 2024,58396,86,0,3,15,Uyghur Persecution,https://x.com/CheburekiMan/status/1779917890780606858,2580
Mon Apr 15 05:24:02 +0000 2024,152,650,0,1,167,Uyghur Persecution,https://x.com/genshintwthater/status/1779742456688304428,5790
Sat Apr 13 16:03:43 +0000 2024,1305,151,0,5,36,Uyghur Persecution,https://x.com/UmmahAwazi/status/1779178665231765933,3943
Sun Apr 14 11:47:18 +0000 2024,27269098,88,5,18,26,Uyghur Persecution,https://x.com/TheEconomist/status/1779476522434273298,83505
Mon Apr 15 21:05:01 +0000 2024,1677,91,0,1,33,Uyghur Persecution,https://x.com/girlkissingyuri/status/1779979264529666195,1172
Tue Apr 16 16:13:09 +0000 2024,1803,65,0,2,17,Uyghur Persecution,https://x.com/Y_Wenli/status/1780268202783649877,1848
Tue Apr 16 17:22:19 +0000 2024,5815,55,1,7,16,Uyghur Persecution,https://x.com/OliviaEnos/status/1780285606808981612,5057
Wed Apr 10 19:51:49 +0000 2024,2591,25,2,1,14,Uyghur Persecution,https://x.com/RobotinTheVoid/status/1778148902312521989,3458
Mon Apr 15 17:40:14 +0000 2024,152,71,0,2,33,Uyghur Persecution,https://x.com/genshintwthater/status/1779927730173128723,1389
Thu Apr 11 16:29:44 +0000 2024,120452,145,4,5,31,Uyghur Persecution,https://x.com/war_noir/status/1778460434107892085,18748
Sat Apr 13 11:37:46 +0000 2024,3228,303,1,19,37,Uyghur Persecution,https://x.com/hellowo63335565/status/1779111733036208196,28868
Mon Apr 15 21:05:02 +0000 2024,1677,85,0,1,34,Uyghur Persecution,https://x.com/girlkissingyuri/status/1779979269424496965,1043
Sat Apr 13 22:26:59 +0000 2024,6802,157,1,32,25,Uyghur Persecution,https://x.com/HaraldinChina/status/1779275114829500865,5470
Sat Apr 13 21:01:26 +0000 2024,1803,125,0,2,18,Uyghur Persecution,https://x.com/Y_Wenli/status/1779253586284745044,3176
Mon Apr 15 13:33:06 +0000 2024,122413,156,20,1,25,Uyghur Persecution,https://x.com/melissakchan/status/1779865536681181432,23459
Sun Apr 14 16:11:03 +0000 2024,628,29,0,3,25,Uyghur Persecution,https://x.com/WorkersAntiCCP/status/1779542896003182970,3315
Tue Apr 16 01:42:49 +0000 2024,1803,147,2,2,31,Uyghur Persecution,https://x.com/Y_Wenli/status/1780049174836265021,4743
Tue Apr 16 23:21:30 +0000 2024,3252,130,1,3,23,Uyghur Persecution,https://x.com/ABeardedPanda/status/1780375998653140997,2656
Tue Apr 16 14:30:32 +0000 2024,24725,49,4,7,16,GMO,https://x.com/SpellOdyssey/status/1780242375866044679,6809
Thu Apr 11 12:35:40 +0000 2024,50884,40,1,1,26,GMO,https://x.com/GMWatch/status/1778401531785531648,1733
Wed Apr 10 22:37:00 +0000 2024,1081209,519,4,59,126,GMO,https://x.com/JohnStossel/status/1778190471480705050,32840
Sat Apr 13 05:11:00 +0000 2024,552688,308,5,11,99,GMO,https://x.com/Thekeksociety/status/1779014400382218409,14963
Fri Apr 12 00:57:21 +0000 2024,1023602,223,1,15,51,GMO,https://x.com/TheDeenShow/status/1778588182277181446,8517
Mon Apr 15 16:57:46 +0000 2024,95716,64,10,9,56,GMO,https://x.com/GMOFreeUSA/status/1779917042075815936,4366
Tue Apr 16 13:09:00 +0000 2024,552688,239,0,7,106,GMO,https://x.com/Thekeksociety/status/1780221856781586437,15182
Tue Apr 16 21:07:50 +0000 2024,87524,446,2,38,246,GMO,https://x.com/BOGbadams/status/1780342358648779238,18745
Sun Apr 14 18:27:48 +0000 2024,50884,21,1,1,12,GMO,https://x.com/GMWatch/status/1779577309541880272,1069
Wed Apr 10 13:13:52 +0000 2024,41806,246,18,60,70,GMO,https://x.com/BabyD1111229/status/1778048755683492012,11771
Wed Apr 10 21:30:02 +0000 2024,427858,118,1,3,30,GMO,https://x.com/thehealthb0t/status/1778173618750357659,16160
Wed Apr 17 19:34:10 +0000 2024,43735,96,3,11,28,GMO,https://x.com/jeffsekerak/status/1780681174744232389,2093
Sun Apr 14 14:56:03 +0000 2024,427858,52,1,3,22,GMO,https://x.com/thehealthb0t/status/1779524020313969130,6752
Mon Apr 15 06:47:30 +0000 2024,5867,91,0,3,36,GMO,https://x.com/pshegs/status/1779763462538764359,1473
Thu Apr 11 16:11:59 +0000 2024,173042,91,3,9,40,GMO,https://x.com/NonGMOProject/status/1778455968759812477,4072
Sun Apr 14 23:03:50 +0000 2024,254,42,0,2,31,GMO,https://x.com/cefsarintl/status/1779646776623903110,547
Wed Apr 17 02:35:56 +0000 2024,2201,42,0,0,17,GMO,https://x.com/Calihodlr/status/1780424930276106694,641
Sat Apr 13 12:30:01 +0000 2024,427858,97,1,6,20,GMO,https://x.com/thehealthb0t/status/1779124884821496083,11997
Thu Apr 11 12:44:46 +0000 2024,62581,160,5,11,157,GMO,https://x.com/jessies_now/status/1778403818226565239,3357
Mon Apr 15 00:24:31 +0000 2024,46793,1348,18,109,147,GMO,https://x.com/DoctorAnarchist/status/1779667079643144251,204728
Wed Apr 17 16:00:03 +0000 2024,254,30,0,0,19,GMO,https://x.com/cefsarintl/status/1780627293502652704,421
Thu Apr 11 16:07:10 +0000 2024,16992,39,6,11,27,GMO,https://x.com/Ryansikorski10/status/1778454756358267184,3794
Sun Apr 14 01:30:01 +0000 2024,427858,53,1,1,18,GMO,https://x.com/thehealthb0t/status/1779321177980211558,12979
Thu Apr 11 23:30:01 +0000 2024,427858,67,1,9,21,GMO,https://x.com/thehealthb0t/status/1778566203516092497,11443
Tue Apr 16 10:45:46 +0000 2024,19474,51,0,2,22,GMO,https://x.com/HonSteveMbogo/status/1780185812409180536,3171
Thu Apr 11 14:02:02 +0000 2024,1542,21,3,4,14,GMO,https://x.com/biotechaction/status/1778423265377345557,1448
Mon Apr 15 00:32:58 +0000 2024,95716,71,1,3,39,GMO,https://x.com/GMOFreeUSA/status/1779669207317176474,2444
Wed Apr 17 14:31:59 +0000 2024,50884,81,1,4,53,GMO,https://x.com/GMWatch/status/1780605130603413757,1930
Tue Apr 16 23:18:25 +0000 2024,80155,1451,21,93,381,GMO,https://x.com/Kevin_McKernan/status/1780375222228554105,58649
Sat Apr 13 08:30:01 +0000 2024,427858,253,9,17,219,GMO,https://x.com/thehealthb0t/status/1779064487871500773,12291
Mon Apr 15 18:34:47 +0000 2024,173042,65,2,3,31,GMO,https://x.com/NonGMOProject/status/1779941455353827825,2221
Mon Apr 15 12:34:16 +0000 2024,35438,61,2,2,20,GMO,https://x.com/AgBioWorld/status/1779850728791486478,3733
Wed Apr 17 11:47:04 +0000 2024,18295,68,1,3,20,GMO,https://x.com/catladyactivist/status/1780563628145397937,1618
Fri Apr 12 12:18:27 +0000 2024,35438,80,1,5,20,GMO,https://x.com/AgBioWorld/status/1778759586427650444,3175
Tue Apr 16 01:03:58 +0000 2024,95716,42,2,4,26,GMO,https://x.com/GMOFreeUSA/status/1780039396709851337,1080
Thu Apr 11 16:12:07 +0000 2024,2459,40,0,2,16,GMO,https://x.com/GMOScience/status/1778456001227936179,2313
Tue Apr 16 14:34:57 +0000 2024,254,35,0,1,22,GMO,https://x.com/cefsarintl/status/1780243488082219430,344
Wed Apr 17 17:22:50 +0000 2024,38548,60,0,6,17,GMO,https://x.com/GTCost/status/1780648125276819878,3448
Tue Apr 16 15:57:49 +0000 2024,12575,254,3,32,37,GMO,https://x.com/ThorTorrens/status/1780264344032309323,44635
Mon Apr 15 14:32:28 +0000 2024,95716,32,2,7,27,GMO,https://x.com/GMOFreeUSA/status/1779880476800381016,916
Wed Apr 17 18:05:03 +0000 2024,193651,44,0,3,15,GMO,https://x.com/Leafly/status/1780658749100732509,2728
Sun Apr 14 13:20:44 +0000 2024,95716,45,5,0,23,GMO,https://x.com/GMOFreeUSA/status/1779500036373479643,1303
Fri Apr 12 12:52:28 +0000 2024,1373,61,1,8,30,GMO,https://x.com/sirgmo/status/1778768147400556612,1878
Wed Apr 17 01:51:42 +0000 2024,3480,32,0,2,15,GMO,https://x.com/cheggy19/status/1780413797447921877,682
Sat Apr 13 11:30:38 +0000 2024,1373,52,1,3,18,GMO,https://x.com/sirgmo/status/1779109940084297754,1009
Mon Apr 15 11:09:49 +0000 2024,254,48,2,14,45,GMO,https://x.com/cefsarintl/status/1779829474885816752,2502
Sat Apr 13 11:56:47 +0000 2024,80452,70,0,10,25,GMO,https://x.com/Mngxitama2/status/1779116521769353643,3402
Fri Apr 12 16:01:43 +0000 2024,1373,35,1,2,15,GMO,https://x.com/sirgmo/status/1778815771344322573,1006
Wed Apr 10 13:19:03 +0000 2024,35438,43,0,1,18,GMO,https://x.com/AgBioWorld/status/1778050059440963791,3242
Wed Apr 10 21:04:38 +0000 2024,1373,488,4,272,32,GMO,https://x.com/sirgmo/status/1778167226580746542,49470
Thu Apr 11 16:03:39 +0000 2024,95716,37,3,2,25,GMO,https://x.com/GMOFreeUSA/status/1778453870244479227,984
Mon Apr 15 01:33:49 +0000 2024,13946,37,2,8,15,GMO,https://x.com/TheKanehB/status/1779684522398753241,2175
Thu Apr 11 10:13:43 +0000 2024,265119,176,6,8,158,GMO,https://x.com/swilkinsonbc/status/1778365806755140030,4913
Tue Apr 16 19:47:36 +0000 2024,50884,28,2,3,22,GMO,https://x.com/GMWatch/status/1780322167504126316,1161
Sat Apr 13 08:38:34 +0000 2024,265119,59,1,4,48,GMO,https://x.com/swilkinsonbc/status/1779066638530232465,2554
Mon Apr 15 14:49:20 +0000 2024,1219,97,2,19,27,GMO,https://x.com/GeemosRants/status/1779884717967306846,13100
Wed Apr 10 09:03:51 +0000 2024,761197,27,7,12,18,GMO,https://x.com/Jerusalem_Post/status/1777985838753722760,7072
Mon Apr 15 10:49:53 +0000 2024,8545,134,0,7,25,GMO,https://x.com/ThatTylerPopp/status/1779824459039281460,3331
Wed Apr 10 09:26:21 +0000 2024,95716,24,0,0,17,GMO,https://x.com/GMOFreeUSA/status/1777991499730264271,864
Thu Mar 07 18:50:39 +0000 2024,4477,2765,279,586,872,Euthanasia,https://x.com/IrishmanIRL/status/1765812321396424995,510861
Fri Feb 23 15:01:20 +0000 2024,415946,1454,48,119,882,Euthanasia,https://x.com/liz_churchill10/status/1761043568695689539,29180
Wed Apr 17 10:51:10 +0000 2024,8532,633,14,198,90,Euthanasia,https://x.com/FlanaganOnFaith/status/1780549559367668119,48697
Thu Apr 04 20:07:32 +0000 2024,2339266,36885,3025,5524,4731,Euthanasia,https://x.com/Morbidful/status/1775978532528595357,22168747
Tue Feb 27 15:23:30 +0000 2024,415946,890,28,33,574,Euthanasia,https://x.com/liz_churchill10/status/1762498701044687185,20949
Wed Apr 17 19:51:48 +0000 2024,409,260,7,18,85,Euthanasia,https://x.com/easy2euthanasia/status/1780685615396245693,5338
Sun Feb 25 23:00:24 +0000 2024,415946,819,17,127,367,Euthanasia,https://x.com/liz_churchill10/status/1761888906822271232,27752
Fri Apr 12 16:30:31 +0000 2024,1067921,320,15,41,303,Euthanasia,https://x.com/peta/status/1778823019076399395,14897
Fri Jan 26 13:32:51 +0000 2024,213156,2180,10,41,172,Euthanasia,https://x.com/SolBrah/status/1750874441918132282,106929
Tue Feb 13 23:01:04 +0000 2024,25465,658,28,43,329,Euthanasia,https://x.com/HopeRising19/status/1757540421406978522,29480
Fri Mar 22 02:46:00 +0000 2024,153634,770,19,102,317,Euthanasia,https://x.com/UltraDane/status/1771005377494253695,24071
Wed Jan 03 16:46:29 +0000 2024,733,3566,4,219,243,Euthanasia,https://x.com/UncTommyB/status/1742588251121254808,31110
Tue Mar 05 16:55:52 +0000 2024,4894,1007,41,87,690,Euthanasia,https://x.com/FreeWomanLeahy/status/1765058661347385809,21778
Fri Mar 22 12:31:41 +0000 2024,1988460,10596,57,92,1131,Euthanasia,https://x.com/Rainmaker1973/status/1771152772227834098,744575
Tue Jan 30 20:37:54 +0000 2024,22088,1109,25,223,247,Euthanasia,https://x.com/bettybloodclot/status/1752430960203669718,42118
Wed Feb 21 09:29:38 +0000 2024,39652,1496,36,60,455,Euthanasia,https://x.com/gidikariuki/status/1760235320379838518,120621
Wed Feb 21 02:21:00 +0000 2024,39652,1045,10,14,359,Euthanasia,https://x.com/gidikariuki/status/1760127449977737346,40974
Thu Feb 15 09:00:38 +0000 2024,80549,652,12,75,623,Euthanasia,https://x.com/AdoptionsUk/status/1758053693142757423,16304
Wed Apr 17 19:39:17 +0000 2024,654932,223,6,31,52,Euthanasia,https://x.com/TaraBull808/status/1780682462970151314,20891
Fri Feb 09 22:00:53 +0000 2024,14186,55058,311,237,2509,Euthanasia,https://x.com/alifewithoutus/status/1756075722899390651,1193661
Fri Mar 01 16:57:14 +0000 2024,172667,578,38,91,450,Euthanasia,https://x.com/Sassafrass_84/status/1763609453444689950,28139
Thu Feb 08 22:15:29 +0000 2024,173336,2067,91,133,1099,Euthanasia,https://x.com/robinmonotti/status/1755717011097751615,151172
Wed Apr 03 03:44:53 +0000 2024,695804,10773,206,610,4192,Euthanasia,https://x.com/DiedSuddenly_/status/1775368850000744719,323796
Mon Mar 11 08:49:44 +0000 2024,3864,3986,16,26,848,Euthanasia,https://x.com/elle_carnitine/status/1767110648742264992,66796
Fri Mar 08 13:46:49 +0000 2024,13488,6768,20,52,932,Euthanasia,https://x.com/HonorAndDaring/status/1766098246798119099,203394
Wed Jan 31 00:31:59 +0000 2024,19164,1467,7,143,161,Euthanasia,https://x.com/LolaPatolla/status/1752489870323269898,9057
Wed Apr 17 01:48:26 +0000 2024,35170,672,11,19,311,Euthanasia,https://x.com/bibicosplays/status/1780412976526508345,15296
Sat Feb 24 23:00:00 +0000 2024,3658554,9815,121,173,2192,Euthanasia,https://x.com/TheBabylonBee/status/1761526417551233033,589547
Tue Feb 06 12:49:25 +0000 2024,149600,1932,23,30,301,Euthanasia,https://x.com/Sachinettiyil/status/1754849777282670653,35699
Thu Apr 11 18:35:52 +0000 2024,3901,143984,2200,2164,14832,Euthanasia,https://x.com/allyzielinski/status/1778492178114715913,9213191
Tue Mar 12 19:38:12 +0000 2024,19164,1272,14,115,194,Euthanasia,https://x.com/LolaPatolla/status/1767636228709519850,8738
Sun Mar 03 17:42:14 +0000 2024,94682,1359,9,2,293,Euthanasia,https://x.com/sadderlizards/status/1764345555197513811,50816
Sat Jan 27 14:25:45 +0000 2024,1736,3065,25,129,335,Euthanasia,https://x.com/marieeldrid/status/1751250143951626395,250906
Wed Mar 13 09:43:09 +0000 2024,174588,3460,248,267,2338,Euthanasia,https://x.com/MakisMD/status/1767848864545960338,191765
Fri Mar 01 17:12:45 +0000 2024,172667,1734,35,158,754,Euthanasia,https://x.com/Sassafrass_84/status/1763613359578988887,37855
Fri Feb 02 19:03:34 +0000 2024,12672,1256,14,42,134,Euthanasia,https://x.com/jeeveswilliams/status/1753494385986085076,234745
Wed Mar 20 12:01:29 +0000 2024,50440,1408,20,64,380,Euthanasia,https://x.com/CatholicArena/status/1770420395234984163,56810
Thu Feb 22 11:34:20 +0000 2024,6525,5574,16,112,856,Euthanasia,https://x.com/OlenaWave/status/1760629090271588640,112725
Thu Jan 18 11:03:44 +0000 2024,72128,2540,24,48,457,Euthanasia,https://x.com/ReviewsPossum/status/1747937814933606789,67604
Tue Mar 26 04:49:05 +0000 2024,129768,46274,69,55,1814,Euthanasia,https://x.com/CantEverDie/status/1772485904856142245,1018555
Mon Mar 11 11:08:23 +0000 2024,6252,1559,3,252,83,Euthanasia,https://x.com/flyabout7/status/1767145540892893256,11859
Fri Apr 12 19:41:37 +0000 2024,26549,40,1,7,23,Euthanasia,https://x.com/AlixG_2/status/1778871109837893732,944
Sun Feb 18 14:40:09 +0000 2024,8847,577,8,11,179,Euthanasia,https://x.com/MtlARN/status/1759226299015430157,10908
Wed Feb 21 08:24:04 +0000 2024,53627,784,5,12,435,Euthanasia,https://x.com/Ohta_Ryota/status/1760218820919111802,35474
Mon Jan 08 16:40:42 +0000 2024,5273,829,8,38,204,Euthanasia,https://x.com/RudiGeerts/status/1744398733540720657,14274
Tue Apr 02 18:33:20 +0000 2024,127843,908,42,87,208,Euthanasia,https://x.com/witte_sergei/status/1775230049253560697,81765
Mon Mar 18 10:44:09 +0000 2024,51136,671,3,31,242,Euthanasia,https://x.com/JacquiDeevoy1/status/1769676156041568630,16125
Tue Mar 26 20:13:32 +0000 2024,60189,574,36,200,178,Euthanasia,https://x.com/Dunibear/status/1772718551993864698,300513
Tue Apr 16 01:29:30 +0000 2024,133569,1569,5,107,95,Euthanasia,https://x.com/SomaKazima/status/1780045821599256922,88581
Wed Mar 20 10:26:41 +0000 2024,410928,655,13,40,299,Euthanasia,https://x.com/wideawake_media/status/1770396538147143904,28013
Fri Mar 08 21:36:09 +0000 2024,2787,348,13,50,471,Euthanasia,https://x.com/BearyHappy04/status/1766216360349024535,6121
Sat Mar 30 21:20:30 +0000 2024,53493,1529,36,63,519,Euthanasia,https://x.com/MLS_Dave/status/1774184953657376804,35558
Wed Feb 07 16:04:10 +0000 2024,28211,1127,222,27,666,Euthanasia,https://x.com/OGTNAF/status/1755261178266235191,109547
Wed Apr 03 00:09:30 +0000 2024,5107,1694,15,183,432,Euthanasia,https://x.com/paco5775/status/1775314648318787730,89230
Sat Apr 06 00:28:48 +0000 2024,109277,509,11,33,253,Euthanasia,https://x.com/RealJasonNelson/status/1776406668915458448,13502
Thu Feb 08 17:27:37 +0000 2024,406935,1835,24,117,378,Euthanasia,https://x.com/BillboardChris/status/1755644565560979938,37015
Tue Apr 16 01:47:15 +0000 2024,11346,2187,86,40,726,Euthanasia,https://x.com/broadwaybabyto/status/1780050290944737307,140096
Wed Apr 03 11:15:04 +0000 2024,2787,489,15,44,497,Euthanasia,https://x.com/BearyHappy04/status/1775482142291640584,8935
Thu Apr 11 19:33:59 +0000 2024,5628,286,23,32,417,Euthanasia,https://x.com/Iza_2021/status/1778506800796459139,12610
Wed Apr 17 10:50:30 +0000 2024,12085,291,7,150,22,Trans Rights,https://x.com/AnotherHomoCon/status/1780549392212131911,11656
Wed Apr 17 09:00:54 +0000 2024,276,5686,10,15,853,Trans Rights,https://x.com/GrumpyTogepi/status/1780521809609470291,62396
Tue Apr 16 20:22:33 +0000 2024,2582,6290,234,442,1148,Trans Rights,https://x.com/DavinaQueeen/status/1780330966097055815,144412
Tue Apr 16 02:50:52 +0000 2024,1986,640,0,7,34,Trans Rights,https://x.com/Playmaker708/status/1780066301630640390,14927
Tue Apr 16 21:20:03 +0000 2024,1356,36,0,3,16,Trans Rights,https://x.com/coelakaith/status/1780345435783069836,721
Fri Apr 12 00:55:08 +0000 2024,3042728,44992,717,1267,18113,Trans Rights,https://x.com/libsoftiktok/status/1778587624317637103,1567775
Thu Apr 11 11:21:30 +0000 2024,122948,1804,8,173,129,Trans Rights,https://x.com/KatyMontgomerie/status/1778382864309964915,55127
Mon Apr 15 19:17:14 +0000 2024,1860,4920,21,271,928,Trans Rights,https://x.com/louise_q10/status/1779952138510008595,78400
Tue Apr 16 14:05:46 +0000 2024,9090,3478,5,11,641,Trans Rights,https://x.com/maidensblade/status/1780236144770154558,78341
Tue Apr 16 15:44:00 +0000 2024,3991,161,1,1,42,Trans Rights,https://x.com/ehveevy/status/1780260864999739822,3035
Wed Apr 17 15:54:40 +0000 2024,271,325,0,2,63,Trans Rights,https://x.com/TheArmazion/status/1780625938193207462,7052
Wed Apr 10 13:30:12 +0000 2024,3797,747,13,56,152,Trans Rights,https://x.com/jucopel/status/1778052867271634998,59329
Wed Apr 17 17:06:37 +0000 2024,24209,30850,97,98,1895,Trans Rights,https://x.com/LoppyRae/status/1780644045699649827,630164
Fri Apr 12 10:59:15 +0000 2024,6270,346,4,7,117,Trans Rights,https://x.com/ArabelsRaven85/status/1778739655447286066,7020
Tue Apr 16 18:22:07 +0000 2024,9050,567,21,214,117,Trans Rights,https://x.com/legaltweetz/status/1780300657720713251,27031
Fri Apr 12 10:49:42 +0000 2024,24959,3431,15,102,425,Trans Rights,https://x.com/JournalistJill/status/1778737249414238533,213955
Wed Apr 17 00:30:10 +0000 2024,221855,89,6,69,21,Trans Rights,https://x.com/DispatchAlerts/status/1780393277000229244,14851
Tue Apr 16 15:45:21 +0000 2024,2057,78,168,41,24,Trans Rights,https://x.com/RealRasslinUK/status/1780261206508404818,162712
Sun Apr 14 20:07:42 +0000 2024,5772,381,2,27,72,Trans Rights,https://x.com/Terf_Rocks/status/1779602450573377777,7851
Sun Apr 14 06:16:09 +0000 2024,439039,14227,92,850,2077,Trans Rights,https://x.com/robbystarbuck/status/1779393184625209355,2539441
Wed Apr 17 18:22:34 +0000 2024,40181,2443,4,61,302,Trans Rights,https://x.com/helenstaniland/status/1780663157272227847,39588
Wed Apr 17 05:33:46 +0000 2024,3482,854,3,24,58,Trans Rights,https://x.com/Appletrader93/status/1780469683021283460,15869
Sat Apr 13 18:56:21 +0000 2024,77851,2121,45,49,645,Trans Rights,https://x.com/soniasodha/status/1779222108360339499,161328
Fri Apr 12 08:56:22 +0000 2024,18562,812,8,6,101,Trans Rights,https://x.com/joss_prior/status/1778708729011089609,30130
Tue Apr 16 11:30:39 +0000 2024,10874,3138,3,15,340,Trans Rights,https://x.com/GabbySnyder/status/1780197106885476462,65855
Mon Apr 15 15:32:18 +0000 2024,2204,237,0,7,34,Trans Rights,https://x.com/meowgasasukee/status/1779895530941812749,27187
Tue Apr 16 13:42:32 +0000 2024,70347,579,11,79,120,Trans Rights,https://x.com/bigskyfit/status/1780230297784631321,7785
Wed Apr 17 11:27:15 +0000 2024,38775,1314,10,50,230,Trans Rights,https://x.com/Serena_Partrick/status/1780558638441963653,46050
Mon Apr 15 01:25:33 +0000 2024,4311,110,2,4,27,Trans Rights,https://x.com/WomanWhoSaysNo/status/1779682439561875875,1626
Wed Apr 17 16:41:00 +0000 2024,34781,6719,27,28,1852,Trans Rights,https://x.com/EliErlick/status/1780637596663656714,279607
Sat Apr 13 21:42:52 +0000 2024,1015,1003,6,10,166,Trans Rights,https://x.com/pashtunmaoist/status/1779264014754644096,22307
Wed Apr 10 19:02:40 +0000 2024,46128,2863,17,87,737,Trans Rights,https://x.com/GBBranstetter/status/1778136534887121328,66321
Tue Apr 16 14:10:46 +0000 2024,30605,6115,6,41,395,Trans Rights,https://x.com/Nekkra/status/1780237403673772474,199475
Wed Apr 17 13:21:42 +0000 2024,2317,186,13,77,45,Trans Rights,https://x.com/CJsaneAlbertan/status/1780587442338496901,15591
Thu Apr 11 02:38:45 +0000 2024,3036,1485,75,85,99,Trans Rights,https://x.com/enny43/status/1778251310329930209,142337
Mon Apr 15 21:19:37 +0000 2024,16200,876,13,381,177,Trans Rights,https://x.com/jayrotoole/status/1779982936231538931,21716
Tue Apr 16 11:17:21 +0000 2024,2050,5016,114,6,407,Trans Rights,https://x.com/BorosIsSTRONG/status/1780193762045505874,1310737
Tue Apr 16 13:09:56 +0000 2024,3621,568,5,64,111,Trans Rights,https://x.com/allymurray7/status/1780222092249624703,7174
Sat Apr 13 10:12:24 +0000 2024,14159604,26909,190,398,5786,Trans Rights,https://x.com/jk_rowling/status/1779090250708488301,1325049
Sun Apr 14 23:39:31 +0000 2024,8540,387,15,98,29,Trans Rights,https://x.com/DutchLGB/status/1779655757744533517,27515
Mon Apr 15 15:06:43 +0000 2024,222,416,34,371,54,Trans Rights,https://x.com/JackWOates/status/1779889095767941344,88485
Tue Apr 16 01:55:50 +0000 2024,2403,434,1,6,24,Trans Rights,https://x.com/semprq/status/1780052451485442528,20766
Sat Apr 13 12:44:42 +0000 2024,3443,155,4,2,25,Trans Rights,https://x.com/loverbanned/status/1779128580485923173,6917
Thu Apr 11 14:00:19 +0000 2024,9182,208,3,9,64,Trans Rights,https://x.com/terfasaurus/status/1778422834756505961,4380
Wed Apr 17 17:58:27 +0000 2024,46301,145,4,4,41,Trans Rights,https://x.com/ILGAEurope/status/1780657089821409323,6830
Wed Apr 10 09:36:05 +0000 2024,1130,434,8,147,76,Trans Rights,https://x.com/erinhalll/status/1777993949031903496,27539
Sat Apr 13 15:34:03 +0000 2024,110183,142,312,1545,42,Trans Rights,https://x.com/PeterTatchell/status/1779171198783381576,559647
