likeCount,createdAt,searchTerm,replyCount,quoteCount,retweetCount,viewCount,followersCount
7158,Wed Apr 10 17:13:12 +0000 2024,Student Loans,1309,98,414,574154,8191
1250,Tue Apr 09 16:30:24 +0000 2024,Student Loans,292,19,239,48470,1576890
258,Fri Apr 12 21:01:00 +0000 2024,Student Loans,102,5,77,12974,456948
635,Thu Apr 11 03:19:14 +0000 2024,Student Loans,91,12,111,25880,5080
98,Fri Apr 12 20:42:00 +0000 2024,Student Loans,7,3,47,2020,23848
325,Fri Apr 12 16:16:14 +0000 2024,Student Loans,27,5,127,5305,54097
175,Fri Apr 12 13:48:40 +0000 2024,Student Loans,34,3,47,2740,113869
276,Tue Apr 09 00:00:29 +0000 2024,Student Loans,255,21,43,25221,104515
163,Fri Apr 12 10:21:50 +0000 2024,Student Loans,37,3,141,8278,8866
510,Thu Apr 11 15:50:20 +0000 2024,Student Loans,211,12,135,29773,21858
490,Fri Apr 12 00:30:19 +0000 2024,Student Loans,62,5,49,48047,46112
174,Mon Apr 08 12:52:00 +0000 2024,Student Loans,35,2,71,6521,37907
189,Fri Apr 12 21:23:22 +0000 2024,Student Loans,19,2,49,4593,22398
473,Fri Apr 12 13:30:05 +0000 2024,Student Loans,290,50,88,128794,9450597
5633,Fri Apr 12 10:12:39 +0000 2024,Student Loans,2666,162,2354,332827,1038027
400,Fri Apr 12 14:56:24 +0000 2024,Student Loans,21,4,102,35158,118485
932,Wed Apr 10 14:00:50 +0000 2024,Student Loans,37,8,115,6168,38946
3081,Fri Apr 12 18:41:52 +0000 2024,Student Loans,251,28,553,87197,1058028
1582,Sat Apr 13 00:10:04 +0000 2024,Student Loans,87,42,253,226517,13931
104,Mon Apr 08 15:53:35 +0000 2024,Student Loans,9,5,112,5659,35713
170,Tue Apr 09 10:36:10 +0000 2024,Student Loans,169,7,126,4112,30638
1876,Sat Apr 06 18:55:00 +0000 2024,Student Loans,828,79,453,97279,51471
421,Wed Apr 10 22:49:17 +0000 2024,Student Loans,15,14,114,12349,1865
1013,Wed Apr 10 11:32:58 +0000 2024,Student Loans,11,4,379,9506,96577
278,Fri Apr 12 20:18:27 +0000 2024,Student Loans,201,8,73,52957,642
1349,Fri Apr 12 16:01:12 +0000 2024,Student Loans,141,13,117,110120,189735
592,Fri Apr 12 04:19:20 +0000 2024,Student Loans,65,10,84,64257,60946
1061,Fri Apr 12 14:39:16 +0000 2024,Student Loans,49,12,240,18065,118485
814,Fri Apr 12 20:53:20 +0000 2024,Student Loans,56,11,369,38932,23848
591,Thu Apr 11 15:06:24 +0000 2024,Student Loans,41,16,261,17364,63922
762,Tue Apr 09 12:22:55 +0000 2024,Student Loans,17,3,208,39795,2861
367,Sat Apr 13 00:15:12 +0000 2024,Student Loans,228,16,51,69668,9450597
214,Sat Apr 13 17:38:55 +0000 2024,Oil Drilling,8,1,154,5744,166261
284,Fri Apr 12 16:00:48 +0000 2024,Oil Drilling,43,31,48,126159,720295
275,Fri Apr 12 16:58:42 +0000 2024,Oil Drilling,30,15,91,50679,294762
535,Thu Apr 04 20:15:39 +0000 2024,Oil Drilling,17,2,371,5547,5257
639,Sat Apr 13 22:04:36 +0000 2024,Oil Drilling,9,7,219,27439,40735
501,Mon Apr 08 16:50:00 +0000 2024,Oil Drilling,16,2,141,16118,134602
96,Sat Apr 13 13:00:02 +0000 2024,Oil Drilling,1,0,46,3035,250157
569,Mon Apr 01 06:07:24 +0000 2024,Oil Drilling,4,7,175,13913,24365
159,Fri Apr 12 20:02:01 +0000 2024,Oil Drilling,4,3,54,3328,143182
187,Fri Apr 12 16:22:27 +0000 2024,Oil Drilling,24,10,100,13136,2591194
183,Fri Apr 05 22:00:01 +0000 2024,Oil Drilling,30,1,91,4094,250157
6500,Tue Apr 09 00:04:49 +0000 2024,Voter Fraud,358,276,4127,246931,11777
1520,Tue Apr 09 15:41:03 +0000 2024,Voter Fraud,185,30,313,10470,73701
3412,Tue Apr 09 11:23:27 +0000 2024,Voter Fraud,100,76,2516,171379,56754
96,Fri Apr 12 18:22:07 +0000 2024,Voter Fraud,5,3,54,1459,131643
776,Thu Apr 11 19:18:34 +0000 2024,Voter Fraud,12,11,649,27652,159578
642,Tue Apr 09 21:30:47 +0000 2024,Voter Fraud,32,29,682,25316,56451
116,Sat Apr 13 13:25:10 +0000 2024,Voter Fraud,19,1,85,3110,8629
16207,Fri Apr 12 23:50:20 +0000 2024,Voter Fraud,4774,317,5295,325104,531307
143,Tue Apr 09 15:43:19 +0000 2024,Voter Fraud,13,9,115,7241,11777
4162,Sat Apr 13 12:54:18 +0000 2024,Voter Fraud,559,19,921,66708,76084
17598,Mon Apr 08 01:36:30 +0000 2024,Voter Fraud,837,189,3784,1205145,386887
145,Thu Apr 11 00:18:03 +0000 2024,Voter Fraud,18,5,95,5581,198903
14672,Fri Apr 12 09:36:21 +0000 2024,Voter Fraud,261,238,4806,849493,631625
100,Wed Apr 10 16:16:03 +0000 2024,Voter Fraud,17,2,80,2031,217172
7489,Mon Apr 08 01:04:16 +0000 2024,Voter Fraud,1118,99,2903,156928,164438
559,Wed Apr 10 22:21:42 +0000 2024,Voter Fraud,17,9,299,7332,25601
1281,Sat Apr 13 00:01:53 +0000 2024,Voter Fraud,19,9,623,25972,262922
14550,Wed Apr 10 12:17:00 +0000 2024,Voter Fraud,525,251,6966,237956,135407
149,Thu Apr 11 10:31:08 +0000 2024,Voter Fraud,6,2,57,25216,23681
578,Sat Apr 13 14:59:27 +0000 2024,Voter Fraud,25,4,198,35471,631625
186,Sat Apr 13 13:34:54 +0000 2024,Voter Fraud,6,2,63,1370,32536
254,Thu Apr 11 02:32:42 +0000 2024,Voter Fraud,29,5,73,4438,193275
3218,Mon Apr 08 13:30:15 +0000 2024,Voter Fraud,291,44,2027,59262,267646
185,Thu Apr 11 07:43:32 +0000 2024,Voter Fraud,11,0,58,5452,224545
3330,Sat Apr 13 11:17:42 +0000 2024,Voter Fraud,455,66,1300,79979,76084
266,Sat Apr 13 12:42:25 +0000 2024,Voter Fraud,2,3,74,1938,88323
2078,Tue Apr 09 01:42:56 +0000 2024,Voter Fraud,46,6,131,59724,416892
1596,Sun Apr 07 16:23:43 +0000 2024,Voter Fraud,103,11,659,34638,888350
150,Fri Apr 12 14:34:50 +0000 2024,Voter Fraud,22,1,168,6479,33572
173,Sat Apr 13 17:50:03 +0000 2024,Voter Fraud,4,5,70,1683,42679
3295,Sat Apr 13 12:58:21 +0000 2024,Voter Fraud,244,64,1437,58744,76084
116,Sat Apr 13 01:45:57 +0000 2024,Voter Fraud,3,3,63,2250,20054
438,Sat Apr 13 16:35:57 +0000 2024,Voter Fraud,31,5,106,58983,671126
175,Thu Apr 11 00:53:03 +0000 2024,Voter Fraud,5,1,47,1875,64982
424,Mon Apr 08 23:17:31 +0000 2024,Voter Fraud,12,4,164,22785,195782
190,Thu Apr 11 12:01:57 +0000 2024,Voter Fraud,11,2,126,2739,60686
1694,Sat Apr 13 01:12:07 +0000 2024,Voter Fraud,40,6,110,12241,142970
98,Thu Apr 11 18:34:46 +0000 2024,Voter Fraud,12,3,75,3561,19446
658,Sat Apr 13 16:26:43 +0000 2024,Voter Fraud,15,3,60,21410,67668
737,Fri Apr 12 21:40:19 +0000 2024,Voter Fraud,90,2,60,20997,360
811,Sat Apr 13 00:42:50 +0000 2024,Voter Fraud,29,5,139,7370,109225
300,Sat Apr 13 00:07:54 +0000 2024,Voter Fraud,236,2,66,8090,9528
106,Wed Apr 10 18:22:00 +0000 2024,Voter Fraud,9,2,54,12023,551853
508,Fri Apr 12 10:18:27 +0000 2024,Voter Fraud,12,1,60,17372,1229
144,Sat Apr 13 11:48:04 +0000 2024,Voter Fraud,67,5,79,2130,61987
276,Thu Apr 11 13:12:26 +0000 2024,Voter Fraud,28,8,205,4499,35893
445,Sat Apr 13 08:04:19 +0000 2024,Voter Fraud,34,7,162,62898,27518
95,Sat Apr 13 10:58:26 +0000 2024,Voter Fraud,4,1,49,4277,229933
1450,Mon Apr 08 23:40:33 +0000 2024,Voter Fraud,134,8,113,15275,6078
286,Fri Apr 12 23:57:56 +0000 2024,Voter Fraud,7,2,75,7959,752822
302,Thu Apr 11 16:50:57 +0000 2024,Voter Fraud,18,7,116,15485,35290
410,Fri Apr 12 21:32:01 +0000 2024,Voter Fraud,9,1,97,19279,3966
189,Thu Apr 11 11:06:40 +0000 2024,Voter Fraud,4,10,164,2731,42546
266,Thu Apr 11 18:28:18 +0000 2024,Voter Fraud,13,4,136,7437,61806
1109,Wed Apr 10 23:36:10 +0000 2024,Death Penalty,41,26,199,35359,395452
2926,Wed Apr 03 13:37:12 +0000 2024,Death Penalty,353,52,1012,152219,59284
4157,Wed Apr 10 17:58:12 +0000 2024,Death Penalty,339,77,814,64801,434423
889,Sat Apr 13 07:53:05 +0000 2024,Death Penalty,126,24,205,110448,4597
10550,Wed Apr 03 17:43:26 +0000 2024,Death Penalty,311,124,4596,126718,267647
1782,Mon Apr 01 14:59:47 +0000 2024,Death Penalty,116,15,310,27119,7587
29474,Wed Apr 03 23:27:46 +0000 2024,Death Penalty,2523,577,5974,5142828,1013320
438,Tue Apr 09 23:52:49 +0000 2024,Death Penalty,25,6,83,3434,70181
10153,Sat Apr 06 13:32:46 +0000 2024,Death Penalty,146,248,369,2394989,1462
1740,Wed Apr 03 15:39:45 +0000 2024,Death Penalty,203,29,811,21952,119104
4107,Sat Apr 06 17:50:48 +0000 2024,Death Penalty,107,27,752,42121,457744
410,Thu Apr 11 05:18:53 +0000 2024,Death Penalty,245,17,159,10147,3757
939,Sat Apr 13 01:43:42 +0000 2024,Death Penalty,970,134,64,291887,59878
14917,Tue Apr 02 23:08:11 +0000 2024,Death Penalty,1010,98,2110,405942,142971
1955,Wed Apr 10 16:23:19 +0000 2024,Death Penalty,799,65,207,62798,75018
1592,Wed Apr 03 19:29:36 +0000 2024,Death Penalty,85,22,714,135981,8104
4489,Mon Apr 01 22:04:56 +0000 2024,Death Penalty,403,68,1111,51840,119104
2318,Wed Apr 10 23:41:06 +0000 2024,Death Penalty,87,23,407,22590,348663
68321,Sat Apr 06 07:00:27 +0000 2024,Death Penalty,182,125,6461,1634418,54821
1012,Tue Apr 02 22:58:21 +0000 2024,Death Penalty,78,16,308,24951,973981
1517,Wed Apr 10 18:13:10 +0000 2024,Death Penalty,73,34,513,20873,414342
1336,Tue Apr 09 23:44:52 +0000 2024,Death Penalty,160,29,225,31957,348663
24929,Tue Apr 09 18:14:35 +0000 2024,Death Penalty,3254,1241,4757,8019326,1013320
5790,Sun Apr 07 20:35:47 +0000 2024,Death Penalty,918,74,983,305184,57439
1846,Thu Apr 11 17:58:09 +0000 2024,Death Penalty,166,20,323,44218,388401
24347,Thu Apr 11 10:25:41 +0000 2024,Death Penalty,98,69,2787,645751,13918
73,Fri Apr 12 02:03:17 +0000 2024,Death Penalty,7,4,33,1802,1362
341,Mon Apr 08 17:53:26 +0000 2024,Death Penalty,68,4,123,4035,3973
8180,Fri Apr 05 16:19:31 +0000 2024,Death Penalty,164,38,325,830472,5145
321,Sat Apr 13 16:30:32 +0000 2024,Death Penalty,24,3,85,4391,142971
2832,Wed Apr 03 21:35:51 +0000 2024,Death Penalty,1352,71,441,91267,103491
559,Wed Apr 10 18:36:47 +0000 2024,Death Penalty,93,10,134,7631,64648
1451,Wed Apr 10 08:45:05 +0000 2024,Death Penalty,842,36,114,38361,479
3881,Tue Apr 09 02:51:54 +0000 2024,Death Penalty,655,122,247,417125,730732
340,Mon Apr 01 15:52:37 +0000 2024,Death Penalty,117,33,290,6843,17387
7436,Sun Apr 07 10:21:20 +0000 2024,Death Penalty,1581,127,1410,68627,82650
433,Fri Apr 12 13:56:12 +0000 2024,Death Penalty,118,9,72,9425,15633
5884,Tue Apr 09 23:25:13 +0000 2024,Death Penalty,191,128,822,181478,386890
1445,Thu Apr 11 13:08:31 +0000 2024,Death Penalty,337,37,310,39650,107095
33575,Fri Apr 05 16:42:25 +0000 2024,Death Penalty,84,2,345,1103312,137111
592,Tue Apr 09 12:47:56 +0000 2024,Death Penalty,42,2,78,22541,246814
159,Mon Apr 08 01:31:54 +0000 2024,Death Penalty,23,3,68,6983,47879
91,Wed Apr 10 20:38:59 +0000 2024,Death Penalty,12,2,51,1276,24325
8754,Sat Apr 06 17:28:18 +0000 2024,Death Penalty,760,152,1696,219146,434423
520,Sun Apr 07 20:30:00 +0000 2024,Death Penalty,10,2,89,8357,330336
222,Mon Apr 08 13:57:51 +0000 2024,Death Penalty,18,7,70,6476,12634
8444,Mon Apr 08 05:04:03 +0000 2024,Death Penalty,205,62,3340,136934,1230389
1921,Wed Apr 03 16:00:24 +0000 2024,Death Penalty,152,22,341,41220,2714338
458,Sat Apr 13 13:37:18 +0000 2024,Death Penalty,63,18,186,14868,42496
128,Sun Apr 07 20:43:46 +0000 2024,Death Penalty,21,4,50,7703,171228
3173,Tue Apr 09 08:56:28 +0000 2024,Death Penalty,430,47,218,584906,2854488
182,Sat Apr 06 20:17:13 +0000 2024,Death Penalty,52,14,61,6857,4209
14526,Tue Apr 09 13:40:23 +0000 2024,Death Penalty,47,39,1368,185643,32067
238,Fri Apr 12 15:14:32 +0000 2024,Death Penalty,36,0,75,4040,26116
246,Sun Apr 07 14:04:56 +0000 2024,Death Penalty,12,7,59,5824,4836
3782,Tue Apr 09 18:36:27 +0000 2024,Death Penalty,518,61,772,65855,107095
2117,Thu Apr 11 14:05:00 +0000 2024,Death Penalty,216,48,1001,30993,103525
1680,Thu Apr 04 19:56:18 +0000 2024,Death Penalty,89,10,560,99809,1286364
7233,Fri Apr 12 15:02:59 +0000 2024,Death Penalty,162,4,64,320722,594630
3817,Tue Apr 09 18:47:18 +0000 2024,Death Penalty,279,82,722,204968,434423
311,Wed Apr 10 00:02:53 +0000 2024,Death Penalty,63,4,49,12976,18745
404,Wed Apr 10 08:16:25 +0000 2024,Death Penalty,22,8,72,14058,630
1153,Fri Apr 12 22:54:47 +0000 2024,Border Security,22,12,428,13095,76654
2518,Tue Apr 09 01:21:14 +0000 2024,Border Security,54,11,221,54139,386891
476,Tue Apr 09 02:54:17 +0000 2024,Border Security,67,9,150,5672,10714
549,Fri Apr 12 01:40:28 +0000 2024,Border Security,120,23,241,18593,104518
188,Thu Apr 11 12:00:18 +0000 2024,Border Security,796,49,65,55352,2714343
894,Wed Apr 10 15:07:02 +0000 2024,Border Security,724,43,304,46157,1638803
405,Fri Apr 12 20:56:55 +0000 2024,Border Security,98,14,79,18202,580604
211,Fri Apr 12 22:41:02 +0000 2024,Border Security,403,17,83,34090,305046
685,Mon Apr 08 23:01:56 +0000 2024,Border Security,11,4,67,4307,799
1317,Fri Apr 12 14:10:52 +0000 2024,Border Security,77,17,485,22178,129288
174,Fri Apr 12 00:16:15 +0000 2024,Border Security,19,3,53,2953,164454
538,Fri Apr 12 21:52:25 +0000 2024,Border Security,107,8,154,49143,550823
311,Thu Apr 11 14:08:56 +0000 2024,Border Security,46,14,240,14058,46125
358,Mon Apr 08 20:14:04 +0000 2024,Border Security,4,1,239,3631,5257
5987,Wed Apr 10 16:33:23 +0000 2024,Border Security,301,108,1915,275087,737807
235,Fri Apr 12 00:32:50 +0000 2024,Border Security,99,4,48,28519,1638803
193,Fri Apr 12 14:54:32 +0000 2024,Border Security,16,8,78,24313,5493
2899,Fri Apr 12 17:57:45 +0000 2024,Border Security,134,37,1060,63234,170943
174,Thu Apr 11 04:33:47 +0000 2024,Border Security,11,2,126,2844,11184
9421,Tue Apr 09 17:50:21 +0000 2024,Border Security,2059,116,1940,419088,3217846
419,Thu Apr 11 18:41:38 +0000 2024,Border Security,81,13,157,18106,550823
2090,Fri Apr 12 23:55:54 +0000 2024,Border Security,2713,127,684,109412,3456095
99,Fri Apr 12 19:22:53 +0000 2024,Border Security,19,4,99,7658,82428
208,Fri Apr 12 19:00:13 +0000 2024,Border Security,73,8,63,22289,2714343
3907,Wed Apr 10 09:22:01 +0000 2024,Border Security,64,29,1416,51729,270888
230,Thu Apr 11 13:56:36 +0000 2024,Border Security,12,3,123,3487,137363
82,Wed Apr 10 13:30:07 +0000 2024,Border Security,16,1,52,6070,693228
319,Fri Apr 12 00:31:06 +0000 2024,Border Security,24,4,230,6051,30111
488,Thu Apr 11 17:45:41 +0000 2024,Border Security,47,8,268,8838,22576
396,Fri Apr 12 14:59:41 +0000 2024,Border Security,119,7,82,12594,177459
568,Fri Apr 12 21:36:35 +0000 2024,Border Security,51,8,99,143399,1414756
10034,Tue Apr 09 05:13:27 +0000 2024,Border Security,131,34,1986,455968,393989
278,Wed Apr 10 11:03:39 +0000 2024,Border Security,118,5,66,32610,538143
143,Fri Apr 12 22:24:03 +0000 2024,Border Security,4,2,51,3925,94861
1149,Fri Apr 12 21:11:52 +0000 2024,Border Security,149,31,338,69594,899133
106,Thu Apr 11 13:37:44 +0000 2024,Border Security,14,4,54,10293,693228
27342,Thu Apr 11 19:45:22 +0000 2024,Border Security,7166,470,8441,997961,38054179
409,Fri Apr 12 00:04:14 +0000 2024,Border Security,79,6,181,8454,106764
328,Thu Apr 11 18:28:46 +0000 2024,Border Security,25,6,130,14267,550823
217,Fri Apr 12 12:29:58 +0000 2024,Border Security,9,2,47,8849,973983
380,Wed Apr 10 14:31:00 +0000 2024,Border Security,37,9,125,51426,32644
229,Fri Apr 12 23:30:16 +0000 2024,Border Security,16,1,100,10489,189274
204,Sat Apr 13 23:23:22 +0000 2024,Border Security,23,0,68,3292,2611
218,Tue Apr 09 13:28:02 +0000 2024,Border Security,21,3,92,21059,141134
1526,Thu Apr 11 13:00:06 +0000 2024,Border Security,75,9,475,90801,82438
4606,Thu Apr 11 14:50:36 +0000 2024,Border Security,595,123,2414,37256,27158
7991,Sun Apr 07 13:19:25 +0000 2024,Border Security,1288,112,2478,301676,3217846
3936,Mon Apr 08 18:17:55 +0000 2024,Border Security,113,76,1878,198435,583963
102,Tue Apr 09 03:44:05 +0000 2024,Border Security,3,0,47,7081,189107
259,Wed Apr 10 13:34:58 +0000 2024,Border Security,48,9,49,41462,145145
726,Sun Apr 07 11:03:00 +0000 2024,Border Security,260,17,314,39290,1638803
50,Fri Apr 12 00:21:09 +0000 2024,Border Security,8,1,59,5018,17035
229,Thu Apr 11 12:18:15 +0000 2024,Border Security,27,6,68,102090,145145
999,Fri Apr 12 00:16:01 +0000 2024,Border Security,19,1,166,14880,164455
392,Fri Apr 12 21:41:38 +0000 2024,Border Security,18,4,322,6544,46873
2402,Mon Apr 08 01:15:51 +0000 2024,Border Security,142,9,164,100073,345582
116,Sun Apr 07 16:22:37 +0000 2024,Border Security,15,2,119,2019,3818
2667,Tue Apr 09 04:36:49 +0000 2024,Border Security,88,37,659,132269,8228831
45,Fri Apr 12 17:55:07 +0000 2024,Border Security,2,0,45,1166,14560
182,Mon Apr 08 08:33:54 +0000 2024,Border Security,389,23,61,13622,24525
279,Wed Apr 10 15:48:04 +0000 2024,Border Security,4,0,72,8908,39271
1070,Tue Apr 09 20:45:22 +0000 2024,Border Security,58,16,482,157774,2296481
158,Mon Apr 08 13:34:22 +0000 2024,Border Security,16,8,82,9211,693228
169,Sun Apr 07 10:21:08 +0000 2024,Border Security,67,4,49,3230,1105
1330,Mon Apr 08 16:53:03 +0000 2024,Border Security,92,16,422,41822,550823
161,Wed Apr 10 22:20:49 +0000 2024,Border Security,11,1,83,2315,4995
279,Tue Apr 09 16:14:06 +0000 2024,Border Security,40,4,67,17677,31400
547,Wed Apr 10 20:56:48 +0000 2024,Border Security,244,53,185,153875,476069
2194,Fri Apr 12 13:25:13 +0000 2024,Border Security,48,4,195,20380,189274
985,Sat Apr 13 02:07:12 +0000 2024,Border Security,3,1,90,39589,180821
1399,Sat Apr 13 02:07:43 +0000 2024,Border Security,2,0,177,38660,180821
142,Fri Apr 12 16:15:52 +0000 2024,Border Security,7,4,53,2378,8860
603,Wed Apr 10 00:05:16 +0000 2024,Border Security,37,4,129,16691,22787
599,Mon Apr 08 11:07:37 +0000 2024,Border Security,30,29,409,42118,545842
201,Sun Apr 07 15:25:08 +0000 2024,Border Security,18,2,178,6168,68544
215,Sat Apr 06 18:03:32 +0000 2024,Border Security,13,5,169,6115,131643
180,Tue Apr 09 19:54:17 +0000 2024,Border Security,15,1,48,2135,5483
205,Sun Apr 07 23:38:43 +0000 2024,Border Security,11,12,71,5090,7634
215,Fri Apr 12 22:38:34 +0000 2024,Border Security,18,5,151,4494,13442
257,Sun Apr 07 10:43:31 +0000 2024,Border Security,69,2,82,3500,8844
436,Mon Apr 08 22:55:36 +0000 2024,Border Security,10,3,65,5322,3675
243,Sat Apr 06 22:33:38 +0000 2024,Border Security,99,3,86,4277,86280
527,Sat Apr 06 21:42:52 +0000 2024,Border Security,9,4,199,22866,170943
761,Sat Apr 13 23:15:12 +0000 2024,Border Security,28,16,116,155530,1008856
184,Tue Apr 09 14:31:51 +0000 2024,Border Security,4,10,130,15940,119014
417,Mon Apr 08 19:13:09 +0000 2024,Border Security,484,30,64,128303,826253
279,Sat Apr 06 11:27:46 +0000 2024,Border Security,62,4,93,4333,8630
215,Mon Apr 08 11:57:26 +0000 2024,Border Security,16,19,179,25286,51107
134,Sun Apr 07 18:56:14 +0000 2024,Border Security,31,3,44,1999,2682
222,Sat Apr 06 14:30:50 +0000 2024,Border Security,4,0,100,4103,211835
74,Thu Apr 11 20:21:02 +0000 2024,Border Security,3,1,74,1481,19127
109,Tue Apr 09 19:35:07 +0000 2024,Border Security,4,5,46,26465,73247
112,Sun Apr 07 17:34:44 +0000 2024,Border Security,8,2,70,1724,26112
68,Sat Apr 06 20:20:50 +0000 2024,Border Security,10,1,45,10118,51038
562,Wed Apr 10 23:41:59 +0000 2024,Border Security,36,2,174,6630,56230
239,Sat Apr 06 21:54:51 +0000 2024,Border Security,10,1,101,8994,211835
436,Sun Apr 07 01:32:38 +0000 2024,Border Security,74,11,64,144319,476069
377,Sun Apr 07 15:55:24 +0000 2024,Border Security,54,10,110,17729,31400
305,Mon Apr 08 12:48:56 +0000 2024,Border Security,17,0,89,49267,2075104
270,Mon Apr 08 13:22:59 +0000 2024,Border Security,16,2,92,3643,329516
173,Sat Apr 13 13:10:00 +0000 2024,Affirmative Action,32,3,128,2938,62287
177,Sat Apr 13 14:12:46 +0000 2024,Affirmative Action,3,3,76,5039,9862
5171,Sat Apr 13 18:18:37 +0000 2024,Affirmative Action,51,65,1323,326244,344202
7719,Fri Apr 12 13:01:55 +0000 2024,Affirmative Action,760,2224,4402,4594890,395780
330,Tue Apr 09 20:15:43 +0000 2024,Affirmative Action,37,2,62,24939,6958
383,Sun Apr 07 05:16:14 +0000 2024,Affirmative Action,6,2,77,8293,9524
126,Wed Apr 10 15:25:50 +0000 2024,Affirmative Action,91,4,47,2184,15581
117,Sat Apr 13 13:29:01 +0000 2024,Affirmative Action,29,8,66,2076,36860
1644,Tue Apr 09 15:50:34 +0000 2024,Affirmative Action,30,1,60,75657,594639
486,Thu Apr 11 00:53:02 +0000 2024,Affirmative Action,19,4,122,11347,124348
1101,Sat Apr 13 20:46:15 +0000 2024,Affirmative Action,37,5,186,20246,37964
857,Fri Apr 12 18:38:46 +0000 2024,Affirmative Action,106,23,323,56357,612687
1231,Tue Apr 09 16:09:49 +0000 2024,Affirmative Action,141,9,198,75660,111064
4099,Sat Apr 13 00:51:16 +0000 2024,Affirmative Action,3053,112,699,141623,49541
46,Mon Apr 08 06:36:21 +0000 2024,Affirmative Action,10,2,65,2676,11985
486,Fri Apr 12 19:16:17 +0000 2024,Affirmative Action,35,22,267,71495,31995
298,Sat Apr 06 10:26:29 +0000 2024,Affirmative Action,72,7,68,12396,59366
1792,Fri Apr 12 16:22:27 +0000 2024,Affirmative Action,51,15,438,112669,294575
197,Wed Apr 10 17:38:47 +0000 2024,Affirmative Action,6,0,48,2074,4753
4421,Wed Apr 10 17:04:30 +0000 2024,Affirmative Action,124,27,529,334271,143309
234,Sat Apr 13 11:04:34 +0000 2024,Affirmative Action,21,2,80,3708,4875
199,Sat Apr 13 01:10:29 +0000 2024,Affirmative Action,20,6,109,7678,124348
214,Sun Apr 07 22:15:27 +0000 2024,Affirmative Action,10,3,75,4861,19308
252,Thu Apr 11 13:04:00 +0000 2024,Affirmative Action,45,123,292,278535,17176
188,Sat Apr 13 21:44:06 +0000 2024,Affirmative Action,6,7,62,19099,21620
631,Sat Apr 06 19:28:10 +0000 2024,Affirmative Action,30,5,107,13705,1999
225,Fri Apr 12 10:38:54 +0000 2024,Affirmative Action,6,2,94,7976,24286
2464,Sat Apr 13 18:21:40 +0000 2024,Affirmative Action,25,15,474,29580,344202
229,Sat Apr 13 13:09:25 +0000 2024,Affirmative Action,9,3,58,11073,39684
1035,Tue Apr 09 22:11:52 +0000 2024,Affirmative Action,26,6,59,17693,121252
3766,Fri Apr 12 22:03:10 +0000 2024,Fracking,70,355,199,382054,198574
1610,Fri Apr 05 15:36:29 +0000 2024,Fracking,21,200,196,70353,157450
115,Sun Apr 07 22:14:38 +0000 2024,Fracking,3,53,11,3269,158988
647,Thu Apr 11 15:22:52 +0000 2024,Fracking,7,91,11,36567,220
115,Sat Apr 13 08:13:18 +0000 2024,Fracking,10,84,7,2973,18440
370,Tue Apr 09 22:48:02 +0000 2024,Fracking,20,57,96,35302,20364
266,Fri Apr 12 15:49:38 +0000 2024,Fracking,11,58,12,27293,49435
749,Thu Apr 04 06:17:08 +0000 2024,Fracking,12,116,192,19093,49252
205,Thu Apr 11 02:50:13 +0000 2024,Fracking,1,54,9,8297,168030
330,Sat Apr 06 21:41:51 +0000 2024,Fracking,0,100,4,9405,10561
229,Wed Apr 03 00:06:18 +0000 2024,Fracking,12,144,24,9732,4106
201,Sun Apr 07 06:34:44 +0000 2024,Fracking,0,57,39,5505,36966
1025,Sat Apr 06 13:06:21 +0000 2024,Fracking,2,61,40,38471,95707
149,Fri Apr 12 09:17:24 +0000 2024,Fracking,5,118,8,2744,13894
490,Fri Apr 05 18:14:22 +0000 2024,Fracking,15,228,25,15887,36413
96,Thu Apr 04 20:54:00 +0000 2024,Fracking,5,93,7,4961,143182
6779,Fri Apr 12 16:15:57 +0000 2024,Equal Pay,147,999,1040,1339751,5860
4929,Thu Apr 11 18:43:08 +0000 2024,Equal Pay,47,224,1715,377023,6508
1054,Sun Apr 07 20:51:51 +0000 2024,Equal Pay,50,20,460,16447,3772
402,Sat Apr 13 00:05:53 +0000 2024,Equal Pay,52,2,58,36457,86623
510,Sun Apr 07 17:27:56 +0000 2024,Equal Pay,275,8,167,29029,38655
226,Sat Apr 13 21:37:57 +0000 2024,Equal Pay,7,2,126,3466,2584
2342,Sat Apr 06 13:53:53 +0000 2024,Equal Pay,29,8,730,37311,159583
549,Mon Apr 08 13:22:27 +0000 2024,Equal Pay,11,3,180,31031,37066
746,Fri Apr 05 17:50:58 +0000 2024,Equal Pay,62,8,271,19511,43979
271,Wed Apr 03 19:48:11 +0000 2024,Equal Pay,50,2,82,13851,722144
146,Sun Apr 07 15:20:16 +0000 2024,Equal Pay,8,4,94,3881,19650
3934,Sat Apr 06 18:16:38 +0000 2024,Equal Pay,8,2,55,92425,21666
110,Tue Apr 09 08:21:29 +0000 2024,Equal Pay,7,0,67,3062,196
156,Thu Apr 11 22:48:56 +0000 2024,Equal Pay,4,1,124,3059,1352
2975,Wed Apr 10 00:00:10 +0000 2024,Equal Pay,102,25,243,117917,632
173,Mon Apr 08 12:45:19 +0000 2024,Equal Pay,14,5,113,4952,25437
82,Thu Apr 11 22:14:05 +0000 2024,Equal Pay,4,2,53,3065,21104
82,Fri Apr 12 04:50:13 +0000 2024,Equal Pay,39,4,148,1010,449
2768,Tue Apr 02 19:55:38 +0000 2024,Equal Pay,257,43,461,204211,22079738
